Roll No,Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Extracurricular,MSE s1,MSE s2,MSE s3,MSE s4,MSE s5,CGPA,Grade
1645,20,0,2,14.03920608,19,0,2,1,1,26,18,18,18,19,9.256796701,A+
1646,20,1,2,10.73548432,15,0,2,1,1,24,17,17,17,20,8.478113984,A
1647,20,0,2,11.15117372,29,0,3,0,0,24,17,17,17,16,8.260250632,A
1648,20,0,0,11.62881329,19,0,2,0,0,25,17,17,17,16,8.572268969,A
1649,20,0,2,16.54012279,23,0,1,0,0,28,19,19,19,20,9.54,A+
1650,20,1,0,12.24771771,22,0,1,0,0,25,18,18,18,20,8.673232083,A
1651,20,0,2,18.5491325,16,1,4,1,1,30,20,20,20,20,9.68,A+
1652,20,0,2,19.90814111,15,0,1,1,1,30,20,20,20,20,9.7,A+
1653,20,1,1,10.44805127,5,0,1,0,0,24,17,17,17,18,8.537173227,A
1654,20,0,3,13.94413638,7,0,2,0,0,26,18,18,18,20,9.423788773,A+
1655,20,1,0,6.700879462,18,1,1,1,1,21,16,16,16,8,7.38108498,B
1656,20,1,3,8.340629632,29,1,2,0,0,22,16,16,16,16,7.564208577,B
1657,20,0,2,11.65391193,24,0,3,1,1,25,17,17,17,18,8.545452544,A
1658,20,1,1,8.429820025,25,1,3,0,0,22,16,16,16,13,7.673491834,B
1659,20,1,1,18.85760763,1,1,3,0,0,30,20,20,20,20,9.98,A+
1660,20,0,4,7.684452872,13,0,1,1,1,22,16,16,16,9,7.738072351,B
1661,20,1,0,12.31027945,21,0,2,0,0,25,18,18,18,16,8.763793434,A
1662,20,1,1,14.64421041,11,1,0,1,1,27,18,18,18,20,9.60119251,A+
1663,20,0,1,15.98454968,16,0,0,1,1,28,19,19,19,20,9.68,A+
1664,20,0,2,11.18107908,27,0,2,1,1,24,17,17,17,19,8.351360533,A
1665,20,0,2,18.74154107,26,0,1,1,1,30,20,20,20,20,9.48,A+
1666,20,1,1,14.06274235,14,0,3,0,0,26,18,18,18,19,9.32513362,A+
1667,20,0,1,12.05900992,17,1,3,1,1,25,18,18,18,20,8.899429223,A
1668,20,1,1,6.268187641,15,0,3,1,1,21,15,15,15,3,7.288560144,B
1669,20,1,1,12.45072506,12,0,3,1,1,25,18,18,18,18,9.046049533,A+
1670,20,1,2,17.98922419,20,1,0,1,1,29,20,20,20,20,9.6,A+
1671,20,1,2,14.78174917,16,0,2,1,1,27,18,18,18,20,9.511822496,A+
1672,20,1,1,18.1669715,7,0,1,0,0,29,20,20,20,20,9.86,A+
1673,20,1,1,12.90684821,0,1,2,1,1,26,18,18,18,19,9.394439826,A+
1674,20,1,1,7.064959857,28,0,1,1,1,21,16,16,16,8,7.275257709,B
1675,20,0,4,5.434397602,24,0,0,1,1,20,15,15,15,19,6.936810546,C
1676,20,0,4,9.938970727,25,0,2,0,0,24,17,17,17,15,8.06350522,A
1677,20,1,3,16.07985178,26,0,3,1,1,28,19,19,19,20,9.48,A+
1678,20,1,1,17.51515406,2,1,3,0,0,29,19,19,19,20,9.96,A+
1679,20,0,0,9.822821872,15,0,2,0,0,23,17,17,17,13,8.227159597,A
1680,20,1,1,12.93239432,27,0,2,1,1,26,18,18,18,20,8.864216378,A
1681,20,0,1,11.77296074,1,0,2,1,1,25,17,17,17,16,9.01857806,A+
1682,20,0,2,11.6081322,14,0,3,0,0,25,17,17,17,18,8.683222639,A
1683,20,0,2,8.820979983,0,1,0,1,1,23,16,16,16,16,8.293580328,A
1684,20,1,3,7.343550523,8,1,3,0,0,22,16,16,16,15,7.787088764,B
1685,20,1,3,8.281822017,15,1,2,0,0,22,16,16,16,15,7.876447015,B
1686,20,0,1,6.082948245,3,0,1,0,0,21,15,15,15,5,7.409339071,B
1687,20,0,2,8.304255984,11,1,0,1,1,22,16,16,16,17,7.941044602,B
1688,20,0,1,5.365347296,0,0,1,0,0,20,15,15,15,7,7.286467677,B
1689,20,0,0,14.97957512,0,1,2,0,0,27,19,19,19,20,9.888039386,A+
1690,20,0,2,10.14361745,6,1,3,1,1,24,17,17,17,18,8.613844706,A
1691,20,1,0,20.36002884,17,0,2,0,0,30,20,20,20,20,9.66,A+
1692,20,0,2,8.235598568,22,0,2,1,1,22,16,16,16,10,7.664858433,B
1693,20,1,1,10.60177776,27,0,4,1,1,24,17,17,17,14,8.26722611,A
1694,20,0,2,10.78864025,22,0,1,1,1,24,17,17,17,16,8.331609473,A
1695,20,1,2,5.353689939,14,1,1,0,0,20,15,15,15,17,7.074088847,B
1696,20,1,1,18.27656816,25,0,2,0,0,29,20,20,20,20,9.5,A+
1697,20,1,3,5.719913824,29,0,3,1,1,21,15,15,15,5,6.872035616,C
1698,20,1,1,19.84724187,24,0,3,0,0,30,20,20,20,20,9.52,A+
1699,20,1,2,19.09893435,12,1,2,0,0,30,20,20,20,20,9.76,A+
1700,20,1,2,13.55256314,15,0,4,0,0,26,18,18,18,18,9.23433833,A+
1701,20,0,2,13.67815339,6,0,3,0,0,26,18,18,18,20,9.387770086,A+
1702,20,1,4,15.39210102,15,0,0,1,1,27,19,19,19,20,9.669906073,A+
1703,20,0,1,11.24300019,12,0,3,1,1,24,17,17,17,19,8.679134738,A
1704,20,1,2,15.29012441,13,0,0,0,0,27,19,19,19,20,9.683564485,A+
1705,20,1,2,5.91861938,16,1,3,0,0,21,15,15,15,13,7.248612284,B
1706,20,0,3,6.062963092,11,0,1,1,1,21,15,15,15,12,7.308549681,B
1707,20,1,1,12.33469542,28,0,3,0,0,25,18,18,18,17,8.594890154,A
1708,20,0,2,13.77190246,23,0,2,1,1,26,18,18,18,18,9.106160256,A+
1709,20,0,2,19.03271885,23,0,3,0,0,30,20,20,20,20,9.54,A+
1710,20,0,1,6.850276527,19,0,2,1,1,21,16,16,16,4,7.40408997,B
1711,20,0,2,18.01896776,12,0,3,1,1,29,20,20,20,20,9.76,A+
1712,20,1,1,8.489625247,23,0,1,0,0,22,16,16,16,15,7.707799107,B
1713,20,1,2,11.35241231,19,0,4,0,0,25,17,17,17,15,8.574112734,A
1714,20,0,3,10.14714899,14,0,3,0,0,24,17,17,17,11,8.291109415,A
1715,20,1,2,11.4468598,23,1,1,1,1,25,17,17,17,13,8.577104925,A
1716,20,1,2,7.563263303,20,0,4,0,0,22,16,16,16,7,7.50068461,B
1717,20,0,2,13.05553449,3,1,2,1,1,26,18,18,18,18,9.370850722,A+
1718,20,1,0,17.69221806,21,1,3,0,0,29,20,20,20,20,9.58,A+
1719,20,0,1,12.09052905,1,0,3,1,1,25,18,18,18,17,9.120832348,A+
1720,20,0,2,12.85398896,27,1,0,1,1,26,18,18,18,17,8.813031823,A
1721,20,1,1,18.42527355,17,0,4,0,0,30,20,20,20,20,9.66,A+
1722,20,1,1,16.20534845,1,0,2,0,0,28,19,19,19,20,9.98,A+
1723,20,1,2,12.85151302,24,0,1,0,0,26,18,18,18,16,8.782761089,A
1724,20,0,1,9.230821194,14,0,3,1,1,23,17,17,17,13,8.157211428,A
1725,20,0,1,18.9877494,29,0,3,0,0,30,20,20,20,20,9.42,A+
1726,20,1,2,14.19809514,25,0,0,0,0,27,18,18,18,20,9.156967518,A+
1727,20,1,1,8.662296157,18,0,1,1,1,23,16,16,16,18,7.860029013,B
1728,20,1,3,9.408529485,14,0,3,0,0,23,17,17,17,14,8.104960371,A
1729,20,1,3,17.71540361,25,0,0,1,1,29,20,20,20,20,9.5,A+
1730,20,0,2,5.908930966,19,0,4,0,0,21,15,15,15,13,7.098751447,B
1731,20,1,1,20.65476735,9,0,3,0,0,30,20,20,20,20,9.82,A+
1732,20,0,2,7.249915018,27,0,2,0,0,22,16,16,16,10,7.311327831,B
1733,20,0,3,17.6055104,23,0,2,1,1,29,20,20,20,20,9.54,A+
1734,20,1,2,11.36317159,19,0,2,0,0,25,17,17,17,20,8.511882587,A
1735,20,1,1,12.87891841,10,1,2,1,1,26,18,18,18,20,9.189694066,A+
1736,20,1,2,18.92123121,25,1,3,0,0,30,20,20,20,20,9.5,A+
1737,20,0,3,11.64528517,9,0,4,0,0,25,17,17,17,19,8.807065019,A
1738,20,1,2,13.58323617,28,1,2,1,1,26,18,18,18,18,9.007812524,A+
1739,20,1,2,5.98910586,22,0,2,0,0,21,15,15,15,14,7.03652488,B
1740,20,0,2,5.258738482,4,0,1,0,0,20,15,15,15,8,7.181200249,B
1741,20,1,2,9.030220247,8,1,3,0,0,23,16,16,16,19,8.181302368,A
1742,20,0,0,15.80907033,19,0,3,1,1,28,19,19,19,20,9.62,A+
1743,20,1,2,7.108565008,18,1,3,1,1,22,16,16,16,7,7.511038906,B
1744,20,0,0,6.991852693,12,0,0,0,0,21,16,16,16,8,7.463226005,B
1745,20,1,2,11.61494279,17,0,3,0,0,25,17,17,17,14,8.66710928,A
1746,20,1,1,15.29968727,16,0,2,1,1,27,19,19,19,20,9.651159665,A+
1747,20,0,2,16.29889766,26,0,3,1,1,28,19,19,19,20,9.48,A+
1748,20,0,1,7.998121597,5,0,3,0,0,22,16,16,16,10,7.90546718,B
1749,20,1,2,6.46026007,9,0,3,1,1,21,16,16,16,4,7.515740302,B
1750,20,0,2,19.85062053,1,1,2,0,0,30,20,20,20,20,9.98,A+
1751,20,0,1,9.277032618,23,0,3,0,0,23,17,17,17,16,7.945508024,B
1752,20,0,1,18.49650107,5,0,0,0,0,30,20,20,20,20,9.9,A+
1753,20,0,1,18.65431145,27,0,3,0,0,30,20,20,20,20,9.46,A+
1754,20,1,3,17.23924032,27,1,0,0,0,29,19,19,19,20,9.46,A+
1755,20,1,2,7.84852277,20,0,2,1,1,22,16,16,16,20,7.675121359,B
1756,20,0,2,18.00580048,12,0,1,0,0,29,20,20,20,20,9.76,A+
1757,20,0,1,17.18834203,17,1,3,0,0,29,19,19,19,20,9.66,A+
1758,20,0,2,14.50457985,6,0,2,0,0,27,18,18,18,20,9.590024015,A+
1759,20,0,3,10.46758721,1,0,3,1,1,24,17,17,17,19,8.699024751,A
1760,20,1,3,9.3056894,28,1,3,1,1,23,17,17,17,16,7.903107603,B
1761,20,1,2,7.118276632,13,1,3,0,0,22,16,16,16,20,7.63931683,B
1762,20,0,0,13.1517766,4,0,1,0,0,26,18,18,18,20,9.317171583,A+
1763,20,0,1,14.32628029,17,0,3,0,0,27,18,18,18,19,9.385111745,A+
1764,20,0,0,10.81193985,10,1,2,0,0,24,17,17,17,15,8.637574354,A
1765,20,1,1,12.61669661,9,0,0,0,0,25,18,18,18,19,9.013143653,A+
1766,20,0,1,10.87689156,10,1,1,0,0,24,17,17,17,14,8.639795419,A
1767,20,1,1,15.19342756,26,0,1,1,1,27,19,19,19,20,9.411748777,A+
1768,20,0,1,19.2418099,1,0,0,0,0,30,20,20,20,20,9.98,A+
1769,20,1,3,7.772092965,14,0,2,0,0,22,16,16,16,9,7.653178724,B
1770,20,0,2,11.15524815,6,1,0,0,0,24,17,17,17,16,8.782777326,A
1771,20,1,3,7.413511617,8,1,2,1,1,22,16,16,16,6,7.774599438,B
1772,20,0,2,14.94356976,4,0,1,0,0,27,19,19,19,20,9.736448001,A+
1773,20,0,1,16.56020793,6,1,1,0,0,28,19,19,19,20,9.88,A+
1774,20,0,2,19.71864251,19,0,4,1,1,30,20,20,20,20,9.62,A+
1775,20,1,1,9.560229964,1,0,2,0,0,23,17,17,17,19,8.400936126,A
1776,20,0,2,20.00328542,2,1,1,0,0,30,20,20,20,20,9.96,A+
1777,20,1,1,6.206308228,1,1,2,0,0,21,15,15,15,16,7.615507783,B
1778,20,1,4,14.60243787,20,1,1,1,1,27,18,18,18,20,9.423338655,A+
1779,20,0,1,6.110953412,21,1,0,0,0,21,15,15,15,18,7.120848678,B
1780,20,0,1,19.12537625,22,0,0,1,1,30,20,20,20,20,9.56,A+
1781,20,0,3,13.46369644,18,0,4,0,0,26,18,18,18,17,9.14959396,A+
1782,20,1,0,15.63430768,3,1,3,0,0,28,19,19,19,20,9.94,A+
1783,20,0,2,18.15781663,23,0,3,1,1,29,20,20,20,20,9.54,A+
1784,20,1,2,7.560387461,19,0,4,0,0,22,16,16,16,14,7.533899813,B
1785,20,1,3,5.822535408,6,0,4,0,0,21,15,15,15,20,7.349932133,B
1786,20,0,4,18.89370671,27,0,3,0,0,30,20,20,20,20,9.46,A+
1787,20,0,4,10.12118354,21,1,3,1,1,24,17,17,17,11,8.244736022,A
1788,20,0,0,7.22856079,6,0,2,0,0,22,16,16,16,9,7.672897099,B
1789,20,0,3,12.50939702,16,1,1,0,0,25,18,18,18,19,8.908331727,A
1790,20,0,2,14.52920562,18,0,2,0,0,27,18,18,18,20,9.35689697,A+
1791,20,0,2,5.703987164,21,0,2,0,0,21,15,15,15,2,6.959079926,C
1792,20,1,1,9.498376906,15,0,4,0,0,23,17,17,17,9,8.110634994,A
1793,20,1,2,5.732442489,2,0,2,0,0,21,15,15,15,11,7.363560976,B
1794,20,1,4,11.76077272,14,0,3,0,0,25,17,17,17,19,8.724518175,A
1795,20,0,3,19.14600045,13,0,2,1,1,30,20,20,20,20,9.74,A+
1796,20,1,2,20.5079264,14,0,1,0,0,30,20,20,20,20,9.72,A+
1797,20,1,0,15.13185083,13,0,2,0,0,27,19,19,19,20,9.667818784,A+
1798,20,1,1,7.736586348,6,0,2,1,1,22,16,16,16,19,7.8736824,B
1799,20,1,3,19.31321273,24,0,2,1,1,30,20,20,20,20,9.52,A+
1800,20,1,2,13.25274392,2,0,2,1,1,26,18,18,18,17,9.389575562,A+
1801,20,0,2,7.613878188,29,0,1,0,0,22,16,16,16,19,7.320614827,B
1802,20,0,0,19.56019264,16,1,2,1,1,30,20,20,20,20,9.68,A+
1803,20,1,2,17.00507412,9,0,3,1,1,29,19,19,19,20,9.82,A+
1804,20,1,2,16.60430424,14,1,2,0,0,28,19,19,19,20,9.72,A+
1805,20,1,3,16.25392206,28,1,2,0,0,28,19,19,19,20,9.44,A+
1806,20,0,2,8.338619439,5,0,0,0,0,22,16,16,16,12,7.959624409,B
1807,20,0,1,8.504548538,27,1,1,1,1,23,16,16,16,8,7.669818713,B
1808,20,1,2,15.9290022,16,0,2,0,0,28,19,19,19,20,9.68,A+
1809,20,0,0,8.640131668,16,1,2,0,0,23,16,16,16,16,7.952734133,B
1810,20,0,4,12.04600417,13,1,2,0,0,25,18,18,18,15,8.853403267,A
1811,20,1,1,17.38669506,23,0,3,1,1,29,19,19,19,20,9.54,A+
1812,20,0,2,17.41703917,24,0,1,0,0,29,19,19,19,20,9.52,A+
1813,20,0,1,12.27296091,17,0,0,1,1,25,18,18,18,19,8.81500843,A
1814,20,1,2,17.54517682,24,0,2,1,1,29,19,19,19,20,9.52,A+
1815,20,0,2,18.26745016,4,0,2,0,0,29,20,20,20,20,9.92,A+
1816,20,0,2,15.4076228,28,0,2,0,0,27,19,19,19,20,9.389479752,A+
1817,20,1,1,8.775513258,7,0,3,0,0,23,16,16,16,13,8.073686557,A
1818,20,0,1,9.484627695,6,0,3,1,1,23,17,17,17,17,8.340195419,A
1819,20,0,1,10.11975131,22,1,1,1,1,24,17,17,17,12,8.201411755,A
1820,20,1,2,7.039175009,3,1,4,1,1,21,16,16,16,6,7.801008587,B
1821,20,1,0,9.471371872,17,0,1,0,0,23,17,17,17,20,8.04827175,A
1822,20,1,2,8.481410156,4,0,3,0,0,22,16,16,16,14,8.107839783,A
1823,20,0,3,12.30511389,15,0,3,0,0,25,18,18,18,19,8.900696953,A
1824,20,1,3,19.35347297,13,0,3,0,0,30,20,20,20,20,9.74,A+
1825,20,0,2,6.847471594,26,1,1,1,1,21,16,16,16,11,7.265178984,B
1826,20,1,2,16.42638993,26,0,2,0,0,28,19,19,19,20,9.48,A+
1827,20,0,0,15.91329118,18,0,2,0,0,28,19,19,19,20,9.64,A+
1828,20,1,2,6.711731979,13,1,1,0,0,21,16,16,16,17,7.451656613,B
1829,20,1,3,19.57334852,8,1,0,0,0,30,20,20,20,20,9.84,A+
1830,20,1,1,14.06512314,5,0,2,0,0,26,18,18,18,20,9.494846528,A+
1831,20,1,2,10.88017477,16,0,2,0,0,24,17,17,17,15,8.485407311,A
1832,20,0,3,16.99060019,18,0,3,1,1,29,19,19,19,20,9.64,A+
1833,20,1,3,9.225684908,11,0,1,0,0,23,17,17,17,17,8.098755817,A
1834,20,1,1,16.01015302,3,1,3,1,1,28,19,19,19,20,9.94,A+
1835,20,0,2,5.839952118,15,0,1,0,0,21,15,15,15,18,7.133315863,B
1836,20,1,1,18.27968059,24,0,3,1,1,29,20,20,20,20,9.52,A+
1837,20,0,1,12.19376873,10,1,2,0,0,25,18,18,18,15,8.95131021,A
1838,20,1,3,15.12633422,21,1,2,1,1,27,19,19,19,20,9.58,A+
1839,20,1,3,8.663699419,3,1,3,1,1,23,16,16,16,11,8.2207236,A
1840,20,1,2,15.75447997,16,0,1,0,0,28,19,19,19,20,9.68,A+
1841,20,0,0,17.23484874,7,0,1,0,0,29,19,19,19,20,9.86,A+
1842,20,1,3,12.58331624,13,0,2,0,0,25,18,18,18,19,8.949728042,A
1843,20,1,2,14.83130771,26,0,1,1,1,27,19,19,19,20,9.318525212,A+
1844,20,1,1,12.32062548,1,0,2,0,0,25,18,18,18,20,9.123568012,A+
1845,20,0,2,19.13031019,10,0,1,0,0,30,20,20,20,20,9.8,A+
1846,20,0,0,12.96685392,10,0,3,0,0,26,18,18,18,17,9.118832046,A+
1847,20,1,2,18.31702436,23,1,3,1,1,30,20,20,20,20,9.54,A+
1848,20,0,2,17.68769868,21,0,0,1,1,29,20,20,20,20,9.58,A+
1849,20,1,1,11.60785278,23,1,3,0,0,25,17,17,17,14,8.595550704,A
1850,20,1,1,8.801314318,5,0,2,0,0,23,16,16,16,9,8.099739852,A
1851,20,1,1,11.5390554,20,1,2,1,1,25,17,17,17,16,8.629206281,A
1852,20,1,0,18.07449251,20,0,2,1,1,29,20,20,20,20,9.6,A+
1853,20,1,2,8.763172779,13,1,3,0,0,23,16,16,16,19,8.06277631,A
1854,20,1,3,13.38012094,29,0,2,0,0,26,18,18,18,19,8.887567302,A
1855,20,1,0,17.76150497,9,0,3,1,1,29,20,20,20,20,9.82,A+
1856,20,0,0,10.72076072,25,1,1,0,0,24,17,17,17,16,8.254268009,A
1857,20,0,2,15.21214991,26,0,4,0,0,27,19,19,19,20,9.40406863,A+
1858,20,0,3,9.043157819,7,0,3,1,1,23,16,16,16,20,8.206588552,A
1859,20,0,1,6.922124706,6,1,1,0,0,21,16,16,16,15,7.641508675,B
1860,20,0,1,17.57931017,7,1,3,1,1,29,19,19,19,20,9.86,A+
1861,20,0,2,6.761734142,27,0,2,0,0,21,16,16,16,12,7.137651313,B
1862,20,0,1,9.44371059,7,0,1,1,1,23,17,17,17,13,8.276706228,A
1863,20,1,0,18.52392434,22,0,1,0,0,30,20,20,20,20,9.56,A+
1864,20,1,2,10.61174447,1,0,0,1,1,24,17,17,17,20,8.700636368,A
1865,20,1,2,20.35848321,26,1,3,0,0,30,20,20,20,20,9.48,A+
1866,20,1,2,20.4625341,15,0,2,0,0,30,20,20,20,20,9.7,A+
1867,20,0,2,9.395404763,8,0,2,0,0,23,17,17,17,16,8.212814896,A
1868,20,0,2,5.859661235,12,1,1,1,1,21,15,15,15,19,7.300256414,B
1869,20,1,1,16.18987331,22,0,2,0,0,28,19,19,19,20,9.56,A+
1870,20,1,1,12.23756782,11,0,2,0,0,25,18,18,18,17,8.896630222,A
1871,20,0,1,6.789488684,26,0,3,0,0,21,16,16,16,17,7.187251954,B
1872,20,1,1,16.22813274,21,0,4,0,0,28,19,19,19,20,9.58,A+
1873,20,1,2,5.707165253,24,0,2,1,1,21,15,15,15,18,6.982031421,C
1874,20,1,3,18.75861519,28,0,2,1,1,30,20,20,20,20,9.44,A+
1875,20,1,4,7.379039342,16,0,2,0,0,22,16,16,16,9,7.562080505,B
1876,20,0,2,7.202629225,26,0,3,0,0,22,16,16,16,12,7.285610206,B
1877,20,1,1,7.954902413,1,0,1,1,1,22,16,16,16,17,8.013163123,A
1878,20,1,1,20.15969891,12,0,2,1,1,30,20,20,20,20,9.76,A+
1879,20,0,3,16.00485672,0,0,3,1,1,28,19,19,19,20,10,A+
1880,20,0,2,17.68800166,25,0,0,0,0,29,20,20,20,20,9.5,A+
1881,20,1,2,11.40765533,27,0,1,0,0,25,17,17,17,17,8.345189967,A
1882,20,0,2,10.45375354,18,0,3,0,0,24,17,17,17,13,8.344218987,A
1883,20,1,2,8.869751217,10,0,1,0,0,23,16,16,16,10,8.007080362,A
1884,20,1,3,12.69896933,4,0,2,1,1,25,18,18,18,16,9.203101591,A+
1885,20,0,0,13.80622474,0,1,2,0,0,26,18,18,18,19,9.575973908,A+
1886,20,1,2,15.0498309,19,0,2,0,0,27,19,19,19,20,9.476970368,A+
1887,20,1,3,9.221843396,29,1,1,1,1,23,17,17,17,10,7.824566864,B
1888,20,1,1,19.97906348,12,1,4,0,0,30,20,20,20,20,9.76,A+
1889,20,1,2,7.862909972,7,0,0,1,1,22,16,16,16,17,7.9072474,B
1890,20,0,1,20.24349383,5,0,3,0,0,30,20,20,20,20,9.9,A+
1891,20,0,4,5.453317461,28,1,0,0,0,20,15,15,15,9,6.791859022,C
1892,20,1,0,12.70639965,16,0,2,0,0,26,18,18,18,16,8.967547775,A
1893,20,0,2,10.40794415,11,1,1,0,0,24,17,17,17,13,8.447114779,A
1894,20,1,1,12.20858644,0,0,1,0,0,25,18,18,18,17,9.096180412,A+
1895,20,1,2,14.09922678,2,0,1,0,0,26,18,18,18,19,9.548992782,A+
1896,20,1,1,11.99805357,13,0,2,0,0,25,17,17,17,18,8.841058939,A
1897,20,1,1,11.67539545,25,0,2,1,1,25,17,17,17,17,8.516527673,A
1898,20,1,2,16.62014202,7,0,1,0,0,28,19,19,19,20,9.86,A+
1899,20,0,3,15.89140872,10,0,4,0,0,28,19,19,19,20,9.8,A+
1900,20,1,1,18.18421994,26,1,1,0,0,29,20,20,20,20,9.48,A+
1901,20,0,1,9.110473042,13,1,2,0,0,23,16,16,16,13,8.077684744,A
1902,20,0,2,14.70377682,7,0,1,0,0,27,18,18,18,20,9.608849415,A+
1903,20,1,2,14.32525222,28,1,2,0,0,27,18,18,18,20,9.20483597,A+
1904,20,1,3,10.97369928,2,1,3,0,0,24,17,17,17,18,8.807361891,A
1905,20,1,1,12.78311732,6,1,2,0,0,26,18,18,18,16,9.186853406,A+
1906,20,1,2,10.10327778,27,0,1,0,0,24,17,17,17,11,7.99539306,B
1907,20,1,1,7.42869063,18,1,1,1,1,22,16,16,16,5,7.564451544,B
1908,20,0,1,8.548018833,3,0,3,0,0,23,16,16,16,17,8.102942971,A
1909,20,1,2,6.863545611,24,0,1,0,0,21,16,16,16,16,7.219228164,B
1910,20,1,2,15.84774895,15,1,2,1,1,28,19,19,19,20,9.7,A+
1911,20,0,2,15.50020389,12,0,1,1,1,28,19,19,19,20,9.76,A+
1912,20,0,1,20.00943245,19,0,1,1,1,30,20,20,20,20,9.62,A+
1913,20,1,2,16.57277532,18,1,1,0,0,28,19,19,19,20,9.64,A+
1914,20,0,2,6.031824158,4,0,3,1,1,21,15,15,15,3,7.447222211,B
1915,20,1,4,18.97714715,22,1,3,1,1,30,20,20,20,20,9.56,A+
1916,20,0,1,18.64161365,4,1,2,1,1,30,20,20,20,20,9.92,A+
1917,20,0,1,12.1183161,19,0,1,0,0,25,18,18,18,18,8.745785803,A
1918,20,1,1,14.33564745,23,0,2,0,0,27,18,18,18,20,9.207289881,A+
1919,20,0,2,20.40566295,3,1,2,1,1,30,20,20,20,20,9.94,A+
1920,20,0,1,13.50251233,1,0,2,0,0,26,18,18,18,20,9.429831105,A+
1921,20,0,3,19.30500622,25,1,0,0,0,30,20,20,20,20,9.5,A+
1922,20,0,1,6.513936233,12,1,4,0,0,21,16,16,16,8,7.440191942,B
1923,20,0,3,8.19414018,29,0,2,0,0,22,16,16,16,13,7.470496562,B
1924,20,0,1,12.07841023,15,0,4,0,0,25,18,18,18,16,8.798834721,A
1925,20,1,2,14.31843924,21,1,0,0,0,27,18,18,18,19,9.315770937,A+
1926,20,1,3,17.91909992,1,0,1,1,1,29,20,20,20,20,9.98,A+
1927,20,0,1,20.59518846,18,0,1,0,0,30,20,20,20,20,9.64,A+
1928,20,1,4,11.27102328,16,1,3,0,0,24,17,17,17,16,8.650526736,A
1929,20,1,2,5.959798784,4,1,2,1,1,21,15,15,15,15,7.540180112,B
1930,20,1,3,17.68489005,24,0,3,0,0,29,20,20,20,20,9.52,A+
1931,20,0,2,14.62370007,17,0,3,0,0,27,18,18,18,20,9.413679029,A+
1932,20,1,1,8.310666694,27,0,3,0,0,22,16,16,16,20,7.566906076,B
1933,20,0,1,12.91955377,22,1,3,0,0,26,18,18,18,16,8.915188503,A
1934,20,1,1,16.76927049,20,1,3,0,0,28,19,19,19,20,9.6,A+
1935,20,0,0,17.20640558,17,1,3,1,1,29,19,19,19,20,9.66,A+
1936,20,0,1,12.99406419,7,0,2,1,1,26,18,18,18,18,9.225203681,A+
1937,20,1,1,9.970003802,26,1,3,1,1,24,17,17,17,10,8.10403877,A
1938,20,1,2,20.36932905,14,1,3,0,0,30,20,20,20,20,9.72,A+
1939,20,0,2,15.54119617,12,0,2,0,0,28,19,19,19,20,9.74515556,A+
1940,20,1,1,11.57258363,12,0,4,0,0,25,17,17,17,17,8.724482183,A
1941,20,1,1,9.584983488,15,1,0,0,0,23,17,17,17,10,8.134930857,A
1942,20,1,2,16.59493529,21,0,2,0,0,28,19,19,19,20,9.58,A+
1943,20,0,1,8.989520265,19,0,1,1,1,23,16,16,16,17,7.922313518,B
1944,20,0,0,7.893266495,12,0,1,0,0,22,16,16,16,9,7.711784558,B
1945,20,1,1,13.46408272,19,0,3,0,0,26,18,18,18,19,9.071237847,A+
1946,20,1,3,9.733137219,1,0,4,0,0,23,17,17,17,12,8.456449098,A
1947,20,1,3,15.00519114,2,0,3,0,0,27,19,19,19,20,9.817222824,A+
1948,20,0,1,7.056823831,14,1,4,1,1,21,16,16,16,5,7.584040961,B
1949,20,0,2,15.41019496,22,1,1,1,1,27,19,19,19,20,9.56,A+
1950,20,1,2,9.629057102,18,1,1,0,0,23,17,17,17,12,8.102910432,A
1951,20,1,2,5.226001202,12,0,2,0,0,20,15,15,15,9,7.077627971,B
1952,20,1,2,7.196783119,4,1,3,1,1,22,16,16,16,12,7.873127416,B
1953,20,1,2,19.7451281,25,1,0,1,1,30,20,20,20,20,9.5,A+
1954,20,1,1,18.7144055,21,0,4,1,1,30,20,20,20,20,9.58,A+
1955,20,1,0,8.856140498,5,0,3,0,0,23,16,16,16,15,8.138354218,A
1956,20,0,2,17.33022963,13,0,4,0,0,29,19,19,19,20,9.74,A+
1957,20,1,3,14.68889145,3,1,2,0,0,27,18,18,18,20,9.747339572,A+
1958,20,0,2,20.3251844,21,0,2,0,0,30,20,20,20,20,9.58,A+
1959,20,1,3,11.03386581,18,1,3,1,1,24,17,17,17,14,8.54556218,A
1960,20,1,4,15.82272064,22,0,3,0,0,28,19,19,19,20,9.56,A+
1961,20,0,1,6.210555682,6,0,1,0,0,21,15,15,15,11,7.444323463,B
1962,20,0,2,11.38606984,3,1,4,0,0,25,17,17,17,13,8.898066364,A
1963,20,0,2,20.2149414,1,0,3,1,1,30,20,20,20,20,9.98,A+
1964,20,0,4,13.60636916,26,0,0,0,0,26,18,18,18,18,8.928678956,A
1965,20,1,4,9.70034783,6,1,1,0,0,23,17,17,17,13,8.362730072,A
1966,20,0,2,7.093103871,2,1,2,1,1,21,16,16,16,18,7.833847504,B
1967,20,1,1,16.1659964,14,0,2,0,0,28,19,19,19,20,9.72,A+
1968,20,0,2,15.25331623,0,0,3,0,0,27,19,19,19,20,9.921010868,A+
